Source,Original destination,Reason
"/Neuigkeiten,de,cat,n_2.html",https://www.phoeniximport.com/de/3/neues-produkt.aspx,no-lookup-match
"/Neuigkeiten,de,cat,n.html",https://www.phoeniximport.com/de/3/neues-produkt.aspx,no-lookup-match
